データ日付,終値,始値,高値,安値
"2025/03/07","47717.80","63751.65","594.79","98.95"
"2025/03/10","48109.57","64798.47","589.91","97.33"
"2025/03/11","47691.68","63672.76","595.03","99.02"
"2025/03/12","47730.86","63777.38","594.54","98.86"
"2025/03/13","47678.62","63637.78","595.19","99.08"
"2025/03/14","48135.69","64857.90","589.48","97.18"
"2025/03/17","48579.70","66054.42","584.04","95.39"
"2025/03/18","49128.18","67545.97","577.45","93.24"
"2025/03/19","48971.47","67115.05","579.29","93.83"
"2025/03/21","48840.88","66757.10","580.83","94.33"
"2025/03/24","48775.58","66578.59","581.61","94.58"
"2025/03/25","49075.94","67398.57","578.03","93.42"
"2025/03/26","49363.24","68187.70","574.65","92.33"
"2025/03/27","48853.94","66780.66","580.58","94.24"
"2025/03/28","48331.58","65352.58","586.79","96.26"
"2025/03/31","46646.96","60796.79","607.24","102.97"
"2025/04/01","46516.37","60456.38","608.94","103.55"
"2025/04/02","46699.20","60931.62","606.55","102.74"
"2025/04/03","45510.83","57830.53","621.99","107.97"
"2025/04/04","44087.39","54213.00","641.44","114.72"
"2025/04/07","40430.85","45220.32","694.64","133.75"
"2025/04/08","43225.49","51471.71","646.63","115.26"
"2025/04/09","41566.99","47521.92","671.44","124.10"
"2025/04/10","45236.59","55912.54","612.16","102.19"
"2025/04/11","43773.98","52296.96","631.95","108.80"
"2025/04/14","44622.82","54325.19","619.70","104.58"
"2025/04/15","44870.94","54929.33","616.25","103.42"
"2025/04/16","44296.34","53522.52","624.14","106.07"
"2025/04/17","44962.35","55131.98","614.76","102.88"
"2025/04/18","45484.71","56413.00","607.62","100.49"
"2025/04/21","44740.34","54566.57","617.56","103.78"
"2025/04/22","44766.46","54630.28","617.20","103.66"
"2025/04/23","45602.24","56670.15","605.68","99.79"
"2025/04/24","45745.89","57027.18","603.77","99.16"
"2025/04/25","46725.32","59469.11","590.84","94.91"
"2025/04/28","46895.09","59901.26","588.69","94.22"
"2025/04/30","47051.80","60301.61","586.72","93.59"
"2025/05/01","47730.87","62042.20","578.25","90.89"
"2025/05/02","48070.41","62924.89","574.14","89.60"
"2025/05/07","48031.23","62822.32","574.61","89.75"
"2025/05/08","48501.36","64052.13","568.99","87.99"
"2025/05/09","48997.60","65362.82","563.17","86.19"
"2025/05/12","49232.66","65989.96","560.47","85.36"
"2025/05/13","49885.61","67740.35","553.04","83.10"
"2025/05/14","49807.26","67527.56","553.91","83.36"
"2025/05/15","49245.72","66004.91","560.15","85.24"
"2025/05/16","49324.07","66214.94","559.26","84.97"
"2025/05/19","48827.83","64882.59","564.89","86.68"
"2025/05/20","49010.66","65368.48","562.77","86.03"
"2025/05/21","48658.07","64427.94","566.82","87.27"
"2025/05/22","48344.65","63597.94","570.47","88.39"
"2025/05/23","48566.65","64182.03","567.85","87.58"
"2025/05/26","49089.01","65562.65","561.74","85.70"
"2025/05/27","49389.37","66364.96","558.30","84.65"
"2025/05/28","49232.66","65943.81","560.07","85.19"
"2025/05/29","50159.85","68427.63","549.52","81.98"
"2025/05/30","49572.19","66824.27","555.96","83.90"
"2025/06/02","48958.41","65169.50","562.84","85.98"
"2025/06/03","48984.53","65239.04","562.54","85.89"
"2025/06/04","49337.12","66178.22","558.49","84.65"
"2025/06/05","48997.58","65267.34","562.33","85.82"
"2025/06/06","49324.06","66137.12","558.58","84.68"
"2025/06/09","49768.19","67328.16","553.55","83.16"
"2025/06/10","49924.94","67752.27","551.81","82.64"
"2025/06/11","50199.25","68496.79","548.78","81.73"
"2025/06/12","49833.50","67498.66","552.78","82.92"
"2025/06/13","49350.19","66189.39","558.14","84.53"
"2025/06/16","50107.82","68221.68","549.57","81.93"
"2025/06/17","50303.76","68755.22","547.42","81.29"
"2025/06/18","50747.89","69969.29","542.59","79.85"
"2025/06/19","50303.76","68744.59","547.34","81.25"
"2025/06/20","50094.76","68173.36","549.61","81.93"
"2025/06/23","50160.07","68351.12","548.89","81.72"
"2025/06/24","50695.63","69810.69","543.03","79.97"
"2025/06/25","50852.38","70242.40","541.35","79.48"
"2025/06/26","51596.94","72299.32","533.42","77.15"
"2025/06/27","52485.19","74788.61","524.24","74.49"
"2025/06/30","52824.82","75756.52","520.85","73.53"
"2025/07/01","52106.38","73695.88","527.93","75.53"
"2025/07/02","51975.75","73326.37","529.25","75.91"
"2025/07/03","51884.31","73068.37","530.18","76.18"
"2025/07/04","51949.62","73252.32","529.51","75.99"
"2025/07/07","51649.18","72405.04","532.57","76.87"
"2025/07/08","52014.93","73430.50","528.80","75.78"
"2025/07/09","51988.80","73356.72","529.07","75.86"
"2025/07/10","51779.80","72766.92","531.20","76.47"
"2025/07/11","51609.99","72289.65","532.94","76.97"
本資料は日経の著作物であり、本資料の全部又は一部を、いかなる形式によっても日経に無断で複写、複製、転載または流布することができません。,,,,
